Title,Authors,Link,Bookshelf
Julius Caesar,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1522,
As You Like It,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1523,
Hamlet, Prince of Denmark,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1524,"Best Books Ever Listings, Plays"
The Phoenix and the Turtle,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1525,
"Twelfth Night, Or, What You Will",Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1526,
"Twelfth Night, Or, What You Will",Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1527,
The History of Troilus and Cressida,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1528,
All's Well That Ends Well,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1529,
Measure for Measure,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1530,
Othello, the Moor of Venice,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1531,Best Books Ever Listings
The Tragedy of King Lear,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1532,Best Books Ever Listings
Macbeth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1533,Opera
Antony and Cleopatra,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1534,
The Tragedy of Coriolanus,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1535,
The Life of Timon of Athens,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1536,
Pericles, Prince of Tyre,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1537,
Cymbeline,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1538,
The Winter's Tale,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1539,
The Tempest,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1540,
The Life of Henry the Eighth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1541,
The Two Noble Kinsmen,Shakespeare (spurious and doubtful works), 1564-1616,http://www.gutenberg.org/ebooks/1542,
A Lover's Complaint,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1543,
The Passionate Pilgrim,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1544,
The Passionate Pilgrim,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1545,
Sonnets on Sundry Notes of Music,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1546,
Sir Thomas More,Shakespeare (spurious and doubtful works), 1564-1616,http://www.gutenberg.org/ebooks/1547,
"Locrine, Mucedorus",Shakespeare (spurious and doubtful works), 1564-1616,http://www.gutenberg.org/ebooks/1548,
Commentary on the Epistle to the Galatians,"Luther, Martin, 1483-1546, Graebner, Theodore, 1876-1950 [Translator]",http://www.gutenberg.org/ebooks/1549,Christianity
A Lady of Quality Being a Most Curious, Hitherto Unknown History, as Related by Mr. Isaac Bickerstaff but Not Presented to the World of Fashion Through the Pages of The Tatler, and Now for the First Time Written Down,Burnett, Frances Hodgson, 1849-1924,http://www.gutenberg.org/ebooks/1550,"Historical Fiction, Bestsellers, American, 1895-1923"
A Cathedral Courtship,Wiggin, Kate Douglas Smith, 1856-1923,http://www.gutenberg.org/ebooks/1551,
The Lock and Key Library: The Most Interesting Stories of All Nations: North Europe — Russian — Swedish — Danish — Hungarian,"Bársony, István, 1855-1928 [Contributor], Bergsøe, Vilhelm, 1835-1911 [Contributor], Blicher, Steen Steensen, 1782-1848 [Contributor], Chekhov, Anton Pavlovich, 1860-1904 [Contributor], Dostoyevsky, Fyodor, 1821-1881 [Contributor], Elck, Arthur [Contributor], Ingemann, Bernhard Severin, 1789-1862 [Contributor], Jókai, Mór, 1825-1904 [Contributor], Krestovskii, Vs. Vl. (Vsevolod Vladimirovich), 1840-1895 [Contributor], Larssen, Otto, 1864-1910 [Contributor], Molnár, Ferenc, 1878-1952 [Contributor], Pushkin, Aleksandr Sergeevich, 1799-1837 [Contributor], Zhelikhovskaia, V. P. (Vera Petrovna), 1835-1896 [Contributor], Hawthorne, Julian, 1846-1934 [Editor]",http://www.gutenberg.org/ebooks/1552,Short Stories
The Hidden Masterpiece,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1553,
Adieu,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1554,
A Passion in the Desert,"Balzac, Honoré de, 1799-1850, Dowson, Ernest Christopher, 1867-1900 [Translator]",http://www.gutenberg.org/ebooks/1555,
The Marriage Contract,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1556,
Men of Iron,Pyle, Howard, 1853-1911,http://www.gutenberg.org/ebooks/1557,Fantasy
The Profits of Religion: An Essay in Economic Interpretation,Sinclair, Upton, 1878-1968,http://www.gutenberg.org/ebooks/1558,
A Distinguished Provincial at Paris,"Balzac, Honoré de, 1799-1850, Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1559,
The San Francisco Calamity by Earthquake and Fire,Morris, Charles, 1833-1922,http://www.gutenberg.org/ebooks/1560,Children's History
Pagan and Christian Creeds: Their Origin and Meaning,Carpenter, Edward, 1844-1929,http://www.gutenberg.org/ebooks/1561,Paganism
Little Rivers: A Book of Essays in Profitable Idleness,Van Dyke, Henry, 1852-1933,http://www.gutenberg.org/ebooks/1562,
The Crystal Stopper,Leblanc, Maurice, 1864-1941,http://www.gutenberg.org/ebooks/1563,Crime Fiction
Boswell's Life of Johnson Abridged and edited, with an introduction by Charles Grosvenor Osgood,"Boswell, James, 1740-1795, Osgood, Charles Grosvenor, 1871-1964 [Editor]",http://www.gutenberg.org/ebooks/1564,
The Last Days of Pompeii,Lytton, Edward Bulwer Lytton, Baron, 1803-1873,http://www.gutenberg.org/ebooks/1565,Historical Fiction
The Evolution of Modern Medicine A Series of Lectures Delivered at Yale University on the Silliman Foundation in April, 1913,Osler, William, 1849-1919,http://www.gutenberg.org/ebooks/1566,Medicine
Poems,Eliot, T. S. (Thomas Stearns), 1888-1965,http://www.gutenberg.org/ebooks/1567,Poetry
Poems,Henley, William Ernest, 1849-1903,http://www.gutenberg.org/ebooks/1568,
The Lily of the Valley,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1569,
The Power of Concentration,Dumont, Theron Q.,http://www.gutenberg.org/ebooks/1570,
Critias,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1571,
Timaeus,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1572,
"Frank's Campaign, Or, The Farm and the Camp",Alger, Horatio, Jr., 1832-1899,http://www.gutenberg.org/ebooks/1573,Children's Fiction
Historic Girls: Stories Of Girls Who Have Influenced The History Of Their Times,Brooks, Elbridge S. (Elbridge Streeter), 1846-1902,http://www.gutenberg.org/ebooks/1574,
The Foundations of Personality,Myerson, Abraham, 1881-1948,http://www.gutenberg.org/ebooks/1575,
A Unique Story of a Marvellous Career: Life of Hon. Phineas T. Barnum,Benton, Joel, 1832-1911,http://www.gutenberg.org/ebooks/1576,
The Grey Room,Phillpotts, Eden, 1862-1960,http://www.gutenberg.org/ebooks/1577,
Aucassin and Nicolete,Lang, Andrew, 1844-1912 [Translator],http://www.gutenberg.org/ebooks/1578,
Lysis,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1579,
Charmides,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1580,
The Bible, Douay-Rheims, Complete,,http://www.gutenberg.org/ebooks/1581,
The Bible, Douay-Rheims, New Testament,,http://www.gutenberg.org/ebooks/1582,
Options,Henry, O., 1862-1910,http://www.gutenberg.org/ebooks/1583,
Laches,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1584,
The Wrong Box,"Osbourne, Lloyd, 1868-1947, Stevenson, Robert Louis, 1850-1894",http://www.gutenberg.org/ebooks/1585,
Man and Wife,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1586,
The Black Robe,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1587,
A Rogue's Life,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1588,
Tamburlaine the Great — Part 2,"Marlowe, Christopher, 1564-1593, Dyce, Alexander, 1798-1869 [Editor]",http://www.gutenberg.org/ebooks/1589,
The Amazing Interlude,Rinehart, Mary Roberts, 1876-1958,http://www.gutenberg.org/ebooks/1590,"Contemporary Reviews, Bestsellers, American, 1895-1923"
Protagoras,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1591,
The Greatest English Classic A Study of the King James Version of the Bible and Its Influence on Life and Literature,McAfee, Cleland Boyd, 1866-1944,http://www.gutenberg.org/ebooks/1592,
How to Tell the Birds from the Flowers: A Manual of Flornithology for Beginners,Wood, Robert Williams, 1868-1955,http://www.gutenberg.org/ebooks/1593,
Essays in Little,"Lang, Andrew, 1844-1912, Adams, W. H. Davenport (William Henry Davenport), 1828-1891 [Compiler]",http://www.gutenberg.org/ebooks/1594,Contemporary Reviews
Whirligigs,Henry, O., 1862-1910,http://www.gutenberg.org/ebooks/1595,
Smoke Bellew,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1596,
Andersen's Fairy Tales,Andersen, H. C. (Hans Christian), 1805-1875,http://www.gutenberg.org/ebooks/1597,"Best Books Ever Listings, Harvard Classics, Children's Myths, Fairy Tales, etc."
Euthydemus,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1598,
"Cinderella, Or, The Little Glass Slipper, and Other Stories",Anonymous,http://www.gutenberg.org/ebooks/1599,
Symposium,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1600,
The Breaking Point,Rinehart, Mary Roberts, 1876-1958,http://www.gutenberg.org/ebooks/1601,Bestsellers, American, 1895-1923
Dawn O'Hara: The Girl Who Laughed,Ferber, Edna, 1885-1968,http://www.gutenberg.org/ebooks/1602,
The Blue Flower,Van Dyke, Henry, 1852-1933,http://www.gutenberg.org/ebooks/1603,Bestsellers, American, 1895-1923
The Ebb-Tide: A Trio And Quartette,"Osbourne, Lloyd, 1868-1947, Stevenson, Robert Louis, 1850-1894",http://www.gutenberg.org/ebooks/1604,
The Crock of Gold,Stephens, James, 1882-1950,http://www.gutenberg.org/ebooks/1605,Fantasy
Kenilworth,Scott, Walter, 1771-1832,http://www.gutenberg.org/ebooks/1606,Historical Fiction
A Journey in Other Worlds: A Romance of the Future,Astor, John Jacob, 1864-1912,http://www.gutenberg.org/ebooks/1607,Science Fiction
Camille (La Dame aux Camilias),Dumas, Alexandre, 1824-1895,http://www.gutenberg.org/ebooks/1608,
The Bible, Douay-Rheims, Old Testament — Part 1,,http://www.gutenberg.org/ebooks/1609,
The Bible, Douay-Rheims, Old Testament — Part 2,,http://www.gutenberg.org/ebooks/1610,
Seventeen A Tale of Youth and Summer Time and the Baxter Family, Especially William,Tarkington, Booth, 1869-1946,http://www.gutenberg.org/ebooks/1611,Bestsellers, American, 1895-1923
Poems By a Little Girl,"Conkling, Hilda, 1910-1986, Lowell, Amy, 1874-1925 [Author of introduction, etc.]",http://www.gutenberg.org/ebooks/1612,
"Count Bunker Being a Bald Yet Veracious Chronicle Containing Some Further Particulars of Two Gentlemen Whose Previous Careers Were Touched Upon in a Tome Entitled ""The Lunatic at Large""",Clouston, J. Storer (Joseph Storer), 1870-1944,http://www.gutenberg.org/ebooks/1613,
The Golden Fleece: A Romance,Hawthorne, Julian, 1846-1934,http://www.gutenberg.org/ebooks/1614,
Old English Libraries The Making, Collection, and Use of Books During the Middle Ages,Savage, Ernest Albert, 1877-1966,http://www.gutenberg.org/ebooks/1615,Bibliomania
Cratylus,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1616,
The Wind in the Rose-Bush, and Other Stories of the Supernatural,Freeman, Mary Eleanor Wilkins, 1852-1930,http://www.gutenberg.org/ebooks/1617,
In the Shadow of the Glen,Synge, J. M. (John Millington), 1871-1909,http://www.gutenberg.org/ebooks/1618,One Act Plays
La Celestina,Rojas, Fernando de, -1541,http://www.gutenberg.org/ebooks/1619,6 Best Loved Spanish Literary Classics
The Lion and the Unicorn,Davis, Richard Harding, 1864-1916,http://www.gutenberg.org/ebooks/1620,
Miss or Mrs.?,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1621,
The Law and the Lady,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1622,
The New Magdalen,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1623,
The Two Destinies,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1624,
The Frozen Deep,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1625,
After Dark,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1626,
The Evil Genius: A Domestic Story,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1627,
My Lady's Money,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1628,
"""I Say No""",Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1629,
Little Novels,Collins, Wilkie, 1824-1889,http://www.gutenberg.org/ebooks/1630,
A Monk of Fife Being the Chronicle Written by Norman Leslie of Pitcullo, Concerning Marvellous Deeds That Befell in the Realm of France, in the Years of Our Redemption, MCCCCXXIX-XXXI,Lang, Andrew, 1844-1912,http://www.gutenberg.org/ebooks/1631,Historical Fiction
A Book of Scoundrels,Whibley, Charles, 1859-1930,http://www.gutenberg.org/ebooks/1632,
The Brick Moon, and Other Stories,Hale, Edward Everett, 1822-1909,http://www.gutenberg.org/ebooks/1633,
The Foolish Virgin,Dixon, Thomas, Jr., 1864-1946,http://www.gutenberg.org/ebooks/1634,
Ion,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1635,Philosophy
Phaedrus,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1636,
Sanitary and Social Lectures and Essays,Kingsley, Charles, 1819-1875,http://www.gutenberg.org/ebooks/1637,
The New Revelation,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/1638,
Eve and David,"Balzac, Honoré de, 1799-1850, Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1639,
Lilith: A Romance,MacDonald, George, 1824-1905,http://www.gutenberg.org/ebooks/1640,
The Lesser Bourgeoisie,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1641,
Euthyphro,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1642,Philosophy
Meno,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1643,
The Adventures of Gerard,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/1644,Historical Fiction
Rhymes a la Mode,Lang, Andrew, 1844-1912,http://www.gutenberg.org/ebooks/1645,Bibliomania
Roads of Destiny,Henry, O., 1862-1910,http://www.gutenberg.org/ebooks/1646,
No title,,http://www.gutenberg.org/ebooks/1647,
Ferragus, Chief of the Dévorants,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1649,
"The Light of Egypt, Or, The Science of the Soul and the Stars — Volume 2","Burgoyne, Thomas H., Wagner, Belle M.",http://www.gutenberg.org/ebooks/1650,
The Mystery of Orcival,Gaboriau, Emile, 1832-1873,http://www.gutenberg.org/ebooks/1651,Detective Fiction
The Survivors of the Chancellor: Diary of J.R. Kazallon, Passenger,Verne, Jules, 1828-1905,http://www.gutenberg.org/ebooks/1652,
The Imitation of Christ,"Thomas, à Kempis, 1380-1471, Benham, William, 1831-1910 [Translator]",http://www.gutenberg.org/ebooks/1653,"Harvard Classics, Christianity"
An Unsocial Socialist,Shaw, Bernard, 1856-1950,http://www.gutenberg.org/ebooks/1654,
The God of His Fathers: Tales of the Klondyke,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1655,
Apology,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1656,"Harvard Classics, Philosophy"
Crito,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1657,Harvard Classics
Phaedo,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1658,Harvard Classics
The Girl with the Golden Eyes,"Balzac, Honoré de, 1799-1850, Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1659,
Scenes from a Courtesan's Life,"Balzac, Honoré de, 1799-1850, Waring, James [Translator]",http://www.gutenberg.org/ebooks/1660,
The Adventures of Sherlock Holmes,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/1661,"Detective Fiction, Contemporary Reviews, Banned Books from Anne Haight's list"
The 1997 CIA World Factbook,United States. Central Intelligence Agency,http://www.gutenberg.org/ebooks/1662,CIA World Factbooks
Webster's Seventh of March Speech and the Secession Movement, 1850,"Foster, Herbert Darling, 1863-1927, Stephenson, Nathaniel W. (Nathaniel Wright), 1867-1935 [Commentator]",http://www.gutenberg.org/ebooks/1663,
Songs for Parents,Farrar, John Chipman, 1896-1974,http://www.gutenberg.org/ebooks/1664,
Derrick Vaughan, Novelist,Lyall, Edna, 1857-1903,http://www.gutenberg.org/ebooks/1665,
The Golden Asse,"Apuleius, Adlington, William, active 1566 [Translator]",http://www.gutenberg.org/ebooks/1666,"Classical Antiquity, Banned Books from Anne Haight's list"
My Aunt Margaret's Mirror,Scott, Walter, 1771-1832,http://www.gutenberg.org/ebooks/1667,
The Tapestried Chamber, and Death of the Laird's Jock,Scott, Walter, 1771-1832,http://www.gutenberg.org/ebooks/1668,
The Human Drift,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1669,
Luther's Little Instruction Book: The Small Catechism of Martin Luther,"Luther, Martin, 1483-1546, Smith, Robert E. [Translator]",http://www.gutenberg.org/ebooks/1670,Christianity
When a Man Marries,Rinehart, Mary Roberts, 1876-1958,http://www.gutenberg.org/ebooks/1671,Bestsellers, American, 1895-1923
Gorgias,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1672,
Lesser Hippias,"Plato (spurious and doubtful works), 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1673,
The Narrative of Sojourner Truth,"Gilbert, Olive, Truth, Sojourner, 1797-1883",http://www.gutenberg.org/ebooks/1674,
New Forces in Old China: An Inevitable Awakening,Brown, Arthur Judson, 1856-1963,http://www.gutenberg.org/ebooks/1675,
Alcibiades I,Plato (spurious and doubtful works), 427? BCE-347? BCE,http://www.gutenberg.org/ebooks/1676,
Alcibiades II,Plato (spurious and doubtful works), 427? BCE-347? BCE,http://www.gutenberg.org/ebooks/1677,
An Historical Mystery (The Gondreville Mystery),"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1678,
Hiram the Young Farmer,Todd, Burbank L.,http://www.gutenberg.org/ebooks/1679,
At the Sign of the Cat and Racket,"Balzac, Honoré de, 1799-1850, Bell, Clara, 1834-1927 [Translator]",http://www.gutenberg.org/ebooks/1680,
Eryxias,"Plato (spurious and doubtful works), 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1681,
Menexenus,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1682,
Honorine,"Balzac, Honoré de, 1799-1850, Bell, Clara, 1834-1927 [Translator]",http://www.gutenberg.org/ebooks/1683,
The Egoist: A Comedy in Narrative,Meredith, George, 1828-1909,http://www.gutenberg.org/ebooks/1684,
The Mystery of the Yellow Room,Leroux, Gaston, 1868-1927,http://www.gutenberg.org/ebooks/1685,Detective Fiction
The Secret of the Night,Leroux, Gaston, 1868-1927,http://www.gutenberg.org/ebooks/1686,Detective Fiction
Parmenides,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1687,
The People of the Abyss,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1688,
The Pivot of Civilization,"Sanger, Margaret, 1879-1966, Wells, H. G. (Herbert George), 1866-1946 [Author of introduction, etc.]",http://www.gutenberg.org/ebooks/1689,
Marie: An Episode in the Life of the Late Allan Quatermain,Haggard, H. Rider (Henry Rider), 1856-1925,http://www.gutenberg.org/ebooks/1690,Adventure
1492,Johnston, Mary, 1870-1936,http://www.gutenberg.org/ebooks/1692,
Dangerous Days,Rinehart, Mary Roberts, 1876-1958,http://www.gutenberg.org/ebooks/1693,Bestsellers, American, 1895-1923
Our Legal Heritage: The First Thousand Years: 600 - 1600 King Aethelbert - Queen Elizabeth,Reilly, S. A.,http://www.gutenberg.org/ebooks/1694,British Law
The Man Who Was Thursday: A Nightmare,Chesterton, G. K. (Gilbert Keith), 1874-1936,http://www.gutenberg.org/ebooks/1695,Best Books Ever Listings
The Club of Queer Trades,Chesterton, G. K. (Gilbert Keith), 1874-1936,http://www.gutenberg.org/ebooks/1696,
"Madam How and Lady Why, Or, First Lessons in Earth Lore for Children",Kingsley, Charles, 1819-1875,http://www.gutenberg.org/ebooks/1697,
The Survivors of the Chancellor,Verne, Jules, 1828-1905,http://www.gutenberg.org/ebooks/1698,
The Vanished Messenger,Oppenheim, E. Phillips (Edward Phillips), 1866-1946,http://www.gutenberg.org/ebooks/1699,
The Life of Charlotte Brontë — Volume 2,Gaskell, Elizabeth Cleghorn, 1810-1865,http://www.gutenberg.org/ebooks/1700,
The Story of Waitstill Baxter,Wiggin, Kate Douglas Smith, 1856-1923,http://www.gutenberg.org/ebooks/1701,
Little Masterpieces of Autobiography: Actors,Iles, George, 1852-1942,http://www.gutenberg.org/ebooks/1702,Biographies
Dead Men Tell No Tales,Hornung, E. W. (Ernest William), 1866-1921,http://www.gutenberg.org/ebooks/1703,Crime Fiction
Pierrette,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1704,
A History of Science — Volume 1,"Williams, Edward Huntington, 1868-1944, Williams, Henry Smith, 1863-1943",http://www.gutenberg.org/ebooks/1705,
A History of Science — Volume 2,"Williams, Edward Huntington, 1868-1944, Williams, Henry Smith, 1863-1943",http://www.gutenberg.org/ebooks/1706,
A History of Science — Volume 3,"Williams, Edward Huntington, 1868-1944, Williams, Henry Smith, 1863-1943",http://www.gutenberg.org/ebooks/1707,
A History of Science — Volume 4,"Williams, Edward Huntington, 1868-1944, Williams, Henry Smith, 1863-1943",http://www.gutenberg.org/ebooks/1708,
New Grub Street,Gissing, George, 1857-1903,http://www.gutenberg.org/ebooks/1709,
La Grande Breteche,"Balzac, Honoré de, 1799-1850, Bell, Clara, 1834-1927 [Translator], Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1710,
Child of Storm,Haggard, H. Rider (Henry Rider), 1856-1925,http://www.gutenberg.org/ebooks/1711,Adventure
The Rescue: A Romance of the Shallows,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1712,
"Lincoln, An Account of his Personal Life, Especially of its Springs of Action as Revealed and Deepened by the Ordeal of War",Stephenson, Nathaniel W. (Nathaniel Wright), 1867-1935,http://www.gutenberg.org/ebooks/1713,US Civil War
Another Study of Woman,"Balzac, Honoré de, 1799-1850, Bell, Clara, 1834-1927 [Translator], Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1714,
Eugenie Grandet,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1715,
The Copy-Cat, and Other Stories,Freeman, Mary Eleanor Wilkins, 1852-1930,http://www.gutenberg.org/ebooks/1716,
What's Wrong with the World,Chesterton, G. K. (Gilbert Keith), 1874-1936,http://www.gutenberg.org/ebooks/1717,
Manalive,Chesterton, G. K. (Gilbert Keith), 1874-1936,http://www.gutenberg.org/ebooks/1718,
The Ballad of the White Horse,Chesterton, G. K. (Gilbert Keith), 1874-1936,http://www.gutenberg.org/ebooks/1719,
The Man Who Knew Too Much,Chesterton, G. K. (Gilbert Keith), 1874-1936,http://www.gutenberg.org/ebooks/1720,
The Trees of Pride,Chesterton, G. K. (Gilbert Keith), 1874-1936,http://www.gutenberg.org/ebooks/1721,
Martin Luther's Large Catechism, translated by Bente and Dau,"Luther, Martin, 1483-1546, Bente, F. (Friedrich), 1858-1930 [Translator], Dau, W. H. T. (William Herman Theodore), 1864-1944 [Translator]",http://www.gutenberg.org/ebooks/1722,Christianity
Cow-Country,Bower, B. M., 1871-1940,http://www.gutenberg.org/ebooks/1723,Western
Finished,Haggard, H. Rider (Henry Rider), 1856-1925,http://www.gutenberg.org/ebooks/1724,"Movie Books, Adventure"
Heart of the West,Henry, O., 1862-1910,http://www.gutenberg.org/ebooks/1725,
Theaetetus,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1726,Philosophy
The Odyssey Rendered into English prose for the use of those who cannot read the original,"Homer, 750? BCE-650? BCE, Butler, Samuel, 1835-1902 [Translator]",http://www.gutenberg.org/ebooks/1727,"Classical Antiquity, Harvard Classics"
The Odyssey of Homer,"Homer, 750? BCE-650? BCE, Butcher, S. H. (Samuel Henry), 1850-1910 [Translator], Lang, Andrew, 1844-1912 [Translator]",http://www.gutenberg.org/ebooks/1728,"Classical Antiquity, Harvard Classics"
The Deserted Woman,"Balzac, Honoré de, 1799-1850, Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1729,
Michael, Brother of Jerry,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1730,
Sister Songs: An Offering to Two Sisters,Thompson, Francis, 1859-1907,http://www.gutenberg.org/ebooks/1731,
The Schoolmistress, and Other Stories,Chekhov, Anton Pavlovich, 1860-1904,http://www.gutenberg.org/ebooks/1732,
The Red Cross Girl,"Davis, Richard Harding, 1864-1916, Morris, Gouverneur, 1876-1953 [Author of introduction, etc.]",http://www.gutenberg.org/ebooks/1733,
The Secret Places of the Heart,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/1734,
Sophist,"Plato, 427? BCE-347? BCE, Jowett, Benjamin, 1817-1893 [Translator]",http://www.gutenberg.org/ebooks/1735,
The Life and Death of the Lord Cromwell,Shakespeare (spurious and doubtful works), 1564-1616,http://www.gutenberg.org/ebooks/1736,
